speed_ms
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.055556
0.472222
1.500000
2.750000
3.638889
4.694444
6.027778
7.222222
7.638889
7.805556
7.861111
8.000000
8.083333
8.555556
8.861111
9.472222
10.166667
10.861111
11.472222
11.805556
12.027778
12.194444
12.333333
12.361111
12.277778
11.861111
11.083333
10.277778
9.611111
8.972222
8.055556
6.972222
6.166667
5.805556
5.666667
5.416667
5.111111
4.944444
4.944444
4.833333
4.361111
3.638889
3.361111
3.333333
3.333333
3.333333
3.416667
3.500000
4.083333
4.250000
4.416667
4.500000
4.750000
4.944444
5.027778
5.111111
5.638889
6.444444
7.361111
8.277778
9.055556
9.555556
9.861111
10.111111
10.388889
10.694444
10.916667
10.972222
10.833333
10.694444
10.361111
10.277778
10.194444
9.972222
9.805556
9.611111
9.500000
8.861111
7.583333
6.111111
4.722222
3.944444
3.333333
2.527778
1.611111
1.000000
0.611111
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.055556
0.527778
1.694444
3.250000
4.555556
5.250000
5.527778
5.777778
6.333333
7.055556
7.694444
8.111111
8.277778
8.166667
7.555556
6.277778
4.805556
3.694444
3.333333
3.500000
3.916667
4.777778
5.583333
6.500000
7.083333
7.666667
8.194444
8.638889
8.916667
9.222222
9.777778
10.333333
10.555556
10.388889
9.750000
8.611111
7.527778
7.027778
6.972222
7.194444
7.722222
8.111111
8.222222
8.194444
8.111111
7.861111
7.250000
6.555556
5.833333
5.250000
4.750000
4.361111
4.027778
3.805556
3.583333
3.472222
3.388889
3.333333
3.333333
3.333333
3.333333
3.472222
3.611111
3.888889
4.166667
4.583333
5.277778
5.888889
6.611111
7.472222
8.222222
8.888889
9.777778
10.416667
10.888889
11.250000
11.555556
11.972222
12.500000
13.083333
13.611111
14.055556
14.388889
14.638889
14.750000
14.861111
14.944444
15.055556
15.222222
15.361111
15.500000
15.611111
15.694444
15.694444
15.611111
15.250000
14.694444
14.166667
13.833333
13.666667
13.444444
13.027778
12.305556
11.527778
10.972222
10.277778
9.611111
8.972222
8.055556
6.972222
6.166667
5.805556
5.666667
5.416667
5.111111
4.944444
4.944444
4.833333
4.361111
4.027778
4.277778
4.972222
5.722222
6.444444
7.138889
7.972222
9.027778
10.027778
10.833333
11.333333
11.916667
12.333333
12.750000
12.777778
12.666667
12.583333
12.138889
11.333333
10.555556
9.555556
8.583333
7.083333
5.944444
5.611111
6.361111
7.388889
8.388889
9.472222
10.388889
11.305556
12.222222
13.138889
13.666667
13.833333
13.666667
13.361111
13.138889
13.000000
12.972222
13.000000
13.083333
13.138889
13.138889
13.083333
12.944444
12.722222
12.444444
12.027778
11.611111
11.333333
11.194444
11.138889
11.027778
10.888889
10.694444
10.388889
10.000000
9.555556
9.166667
8.805556
8.333333
7.777778
7.250000
7.111111
6.916667
6.916667
6.750000
6.638889
6.638889
6.555556
6.472222
5.694444
4.861111
4.694444
4.638889
4.416667
4.333333
4.166667
4.027778
3.972222
4.027778
4.277778
4.944444
5.861111
6.694444
6.944444
7.027778
7.083333
7.333333
7.388889
7.527778
7.694444
7.805556
7.833333
7.805556
7.777778
7.750000
7.750000
7.805556
7.833333
7.777778
7.472222
6.944444
6.444444
6.083333
5.861111
5.750000
5.750000
5.777778
5.888889
6.138889
6.527778
6.750000
6.805556
6.611111
5.916667
4.916667
4.000000
3.305556
2.833333
2.472222
2.222222
2.000000
1.694444
1.361111
1.027778
0.638889
0.250000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.138889
0.583333
1.333333
2.305556
3.416667
4.611111
5.805556
6.722222
7.111111
7.111111
6.916667
6.472222
6.000000
5.611111
5.194444
4.722222
4.250000
3.944444
3.861111
3.888889
3.944444
4.027778
4.138889
4.416667
4.833333
5.194444
5.305556
5.222222
4.888889
4.611111
4.500000
4.555556
4.777778
5.305556
6.277778
7.611111
8.777778
9.277778
9.305556
9.111111
8.861111
8.694444
8.638889
8.500000
8.111111
7.416667
6.388889
5.055556
3.583333
2.138889
1.055556
0.361111
0.055556
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.138889
0.694444
1.833333
3.277778
4.666667
5.694444
6.083333
6.083333
5.916667
5.638889
5.333333
4.944444
4.305556
3.305556
2.111111
1.111111
0.555556
0.277778
0.000000
0.000000
0.000000
0.055556
0.333333
0.888889
1.444444
2.277778
3.611111
5.222222
6.416667
6.805556
6.805556
6.750000
6.555556
6.194444
5.583333
5.138889
4.777778
4.527778
4.277778
4.083333
3.972222
3.805556
3.694444
3.638889
3.638889
3.694444
3.833333
4.027778
4.583333
4.722222
4.722222
4.722222
4.277778
2.805556
1.333333
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.277778
0.583333
1.333333
2.527778
3.944444
5.500000
7.083333
8.472222
9.666667
10.777778
11.916667
12.888889
13.416667
13.527778
13.472222
13.444444
13.388889
13.277778
13.055556
12.750000
12.472222
12.333333
12.305556
12.361111
12.527778
12.694444
12.777778
12.777778
12.777778
12.805556
12.972222
13.250000
13.583333
13.972222
14.333333
14.611111
14.722222
14.722222
14.694444
14.638889
14.611111
14.750000
15.083333
15.333333
15.416667
15.527778
15.638889
15.750000
15.805556
15.777778
15.555556
15.055556
14.472222
13.916667
13.111111
12.000000
10.888889
10.138889
9.527778
8.611111
7.222222
5.750000
4.277778
3.638889
3.333333
3.472222
3.888889
5.277778
6.444444
7.777778
8.888889
9.444444
10.000000
10.555556
11.111111
11.194444
11.250000
10.833333
9.916667
8.833333
7.527778
6.333333
5.861111
5.250000
5.250000
5.916667
6.638889
7.194444
7.888889
8.416667
8.583333
8.638889
8.833333
9.083333
9.222222
9.000000
7.861111
7.166667
6.416667
6.055556
5.888889
5.833333
5.833333
5.805556
5.527778
4.972222
4.194444
3.555556
3.333333
3.666667
4.750000
5.861111
6.055556
5.888889
5.138889
3.861111
3.333333
3.333333
3.611111
4.444444
5.138889
5.722222
6.250000
6.666667
7.388889
8.305556
