time_s,speed_kmh,throttle,brake,ems_mode,selector_mode,selector_auto,soc_pct,i_batt_a,v_oc_v,v_batt_v,v_bus_v,p_batt_kw,t_batt_c,dcdc_eff_pct,ice_on,ice_rpm,ice_torque_nm,t_coolant_c,mg1_rpm,mg1_torque_nm,mg2_rpm,mg2_torque_nm,mg2_eff_pct,fuel_rate_gs,fuel_total_g,p_friction_kw,wheel_torque_nm
0.5,1.9850287379003828,0.008749999999999999,0.0,EV,AUTO,True,59.992657708366906,5.8532906809270004,212.51875156880538,211.05544846276914,500.0,1.2353688896459951,25.000548174783543,97.2,0,0.0,0.0,25.0,-20.871429926229315,0.0,143.04443214240524,58.41286086554006,77.91500787187505,0.0,0.0,0.0,503.0405761561883
0.55,2.176866650903909,0.009625,0.0,EV,AUTO,True,59.99129141220608,6.394269247721004,212.51851341444512,210.91997375403648,500.0,1.348679101905558,25.000707884526864,97.2,0,0.0,0.0,25.0,-22.888494708214402,0.0,156.86858733221825,58.591704813990084,78.05175760846366,0.0,0.0,0.0,504.5807466175776
0.6000000000000001,2.369326607747459,0.0105,0.0,EV,AUTO,True,59.98980978563012,6.934016157652737,212.51825400677728,210.78478797025002,500.0,1.4615851255731236,25.000895693819672,97.2,0,0.0,0.0,25.0,-24.912099921665398,0.0,170.73756802312604,58.72615810851484,78.18895076277892,0.0,0.0,0.0,505.7386331128054
0.65,2.5622532976417483,0.011375,0.0,EV,AUTO,True,59.9882130904424,7.472537870907922,212.51797324160032,210.649889773032,500.0,1.5740892788315655,25.00111380660212,97.2,0,0.0,0.0,25.0,-26.940612563395284,0.0,184.64018226448593,58.8296909849354,78.3264766230789,0.0,0.0,0.0,506.63023878035847
0.7000000000000001,2.755538461453984,0.01225,0.0,EV,AUTO,True,59.98650158711511,8.009840616402021,212.51767101550993,210.51527791022124,500.0,1.6861938233784435,25.001364411622713,97.2,0,0.0,0.0,25.0,-28.972894351191385,0.0,198.5686287253253,58.91105957847795,78.46425801792407,0.0,0.0,0.0,507.3309698106514
0.75,2.9491044253312184,0.013125,0.0,EV,AUTO,True,59.984675534825726,8.545930452085504,212.5173472258978,210.38095120038713,500.0,1.7979009774020995,25.001649682549758,97.2,0,0.0,0.0,25.0,-31.008128589381784,0.0,212.51731010018702,58.97614534353985,78.60223957828563,0.0,0.0,0.0,507.8914761832406
0.8,3.1428940594227046,0.013999999999999999,0.0,EV,AUTO,True,59.98273519148519,9.080813304650135,212.51700177094915,210.24690852249648,500.0,1.9092129241726554,25.00197177808043,97.2,0,0.0,0.0,25.0,-33.04571459060422,0.0,226.48210951816512,59.02901226132803,78.74038057972119,0.0,0.0,0.0,508.3467561402519
0.8500000000000001,3.336864429432952,0.014875,0.0,EV,AUTO,True,59.98068081376006,9.61449499621302,212.51663454963938,210.11314880884032,500.0,2.0201318178611642,25.002332842047565,97.2,0,0.0,0.0,25.0,-35.08520092555562,0.0,240.459933063388,59.07253857218353,78.87865041694786,0.0,0.0,0.0,508.721596546393
0.9,3.53098265481909,0.01575,0.0,EV,AUTO,True,59.978512657090945,10.146981262617643,212.5162454617302,209.97967104006028,500.0,2.130659787574108,25.00273500352421,97.2,0,0.0,0.0,25.0,-37.12624187433109,0.0,254.4484113099156,59.10880734038213,79.01702565139965,0.0,0.0,0.0,509.03393635959094
0.9500000000000001,3.7252231312335438,0.016624999999999997,0.0,EV,AUTO,True,59.97623097570831,10.678277766229982,212.5158344077653,209.84647424155537,500.0,2.240798940215362,25.00318037692598,97.2,0,0.0,0.0,25.0,-39.16856822201399,0.0,268.44569916639506,59.13935526892558,79.15548803127362,0.0,0.0,0.0,509.29700937719656
1.0,3.919565622078608,0.017499999999999998,0.0,EV,AUTO,True,59.9738360226461,11.208390105046291,212.5154012890663,209.71355748081564,500.0,2.350551362562022,25.003671062111227,97.2,0,0.0,0.0,25.0,-41.21196719247523,0.0,282.45033835034826,59.165335478977326,79.2940231311136,0.0,0.0,0.0,509.52074606188273
1.05,4.113993918650979,0.018375,0.0,EV,AUTO,True,59.97132804975408,11.737323819280881,212.51494600772762,209.58091986538892,500.0,2.459919122802826,25.004209144479113,97.2,0,0.0,0.0,25.0,-43.256268360567454,0.0,296.4611608359851,59.18762655587494,79.43261939670766,0.0,0.0,0.0,509.7127126254025
1.1,4.308494881185049,0.01925,0.0,EV,AUTO,True,59.96870730770918,12.265084396203944,212.51446846661267,209.44856054129056,500.0,2.568904271702363,25.00479669506554,97.2,0,0.0,0.0,25.0,-45.30133356924943,0.0,310.47721975020795,59.206907166662106,79.57126746150536,0.0,0.0,0.0,509.87875362074675
1.1500000000000001,4.5030577405360415,0.020125,0.0,EV,AUTO,True,59.96597404602597,12.791677273739921,212.5139685693487,209.316478691726,500.0,2.6775088435002212,25.005435770637053,97.2,0,0.0,0.0,25.0,-47.34704958718793,0.0,324.4977390507513,59.22370810522252,79.70995964882958,0.0,0.0,0.0,510.0234401450526
1.2000000000000002,4.697673581657428,0.021,0.0,EV,AUTO,True,59.96312851306666,13.317107843177444,212.51344622032258,209.18467353604004,500.0,2.7857348566193103,25.00612841378263,97.2,0,0.0,0.0,25.0,-49.39332267782116,0.0,338.5220763047151,59.23844922754155,79.8486896036787,0.0,0.0,0.0,510.1503879191331
1.25,4.892334956093684,0.021875,0.0,EV,AUTO,True,59.96017095605053,13.841381451231719,212.51290132467642,209.05314432883193,500.0,2.893584314234766,25.006876653003562,97.2,0,0.0,0.0,25.0,-51.440074524944144,0.0,352.5496947641572,59.25146607993888,79.98745201649562,0.0,0.0,0.0,510.26248660481065
1.3,5.08703558748585,0.02275,0.0,EV,AUTO,True,59.95710162106314,14.364503401629568,212.51233378830298,208.92189035919336,500.0,3.0010592047395175,25.007682502801245,97.2,0,0.0,0.0,25.0,-53.48723913626986,0.0,366.5801421443391,59.263029374596464,80.12624241324076,0.0,0.0,0.0,510.3620675245023
1.35,5.281770145105414,0.023625,0.0,EV,AUTO,True,59.95392075306529,14.886478956337394,212.5117435178415,208.79091095003952,500.0,3.108161502132279,25.008547963763057,97.2,0,0.0,0.0,25.0,-55.534760462268885,0.0,380.6130343042061,59.27335942269609,80.2650569939576,0.0,0.0,0.0,510.45102795668726
1.4000000000000001,5.476534067803374,0.0245,0.0,EV,AUTO,True,59.95062859590167,15.407313336520124,212.51113042067357,208.6602054575115,500.0,3.2148931663465494,25.00947502264631,97.2,0,0.0,0.0,25.0,-57.58259054509562,0.0,394.64804255986746,59.28263696115892,80.40389250727671,0.0,0.0,0.0,510.530924373752
1.4500000000000002,5.6713234257773095,0.025375,0.0,EV,AUTO,True,59.94722539230934,15.927011723295026,212.51049440491897,208.52977327043297,500.0,3.321256143534245,25.010465652460283,97.2,0,0.0,0.0,25.0,-59.63068806514887,0.0,408.6848837233044,59.29101136548674,80.54274615187778,0.0,0.0,0.0,510.6030431694351
1.5,5.866134811026058,0.02625,0.0,EV,AUTO,True,59.94371138392626,16.445579258327236,212.5098353794317,208.39961380981026,500.0,3.427252366314022,25.011521812546388,97.2,0,0.0,0.0,25.0,-61.679017189266055,0.0,422.7233122083539,59.29860694462581,80.68161549840127,0.0,0.0,0.0,510.6684548690119
1.55,6.060965249792477,0.027125,0.0,EV,AUTO,True,59.94008681129953,16.963021044302746,212.50915325379606,208.2697265283663,500.0,3.5328837539918534,25.012645448656468,97.2,0,0.0,0.0,25.0,-63.72754665010952,0.0,436.7631137211905,59.30552781236217,80.82049842703417,0.0,0.0,0.0,510.72805608083434
1.6,6.255812132022103,0.027999999999999997,0.0,EV,AUTO,True,59.93635191389366,17.479342145305672,212.50844793832294,208.140110910102,500.0,3.6381522127595485,25.013838493029265,97.2,0,0.0,0.0,25.0,-65.77624900446503,0.0,450.80410017700166,59.311861691009724,80.95939307722526,0.0,0.0,0.0,510.7826022529779
1.6500000000000001,6.450673154108177,0.028874999999999998,0.0,EV,AUTO,True,59.932506930098675,17.994547587120103,212.5077193440462,208.01076646987946,500.0,3.743059635875576,25.015102864465142,97.2,0,0.0,0.0,25.0,-67.82510003123893,0.0,464.8461055740992,59.31768290629569,81.09829780687154,0.0,0.0,0.0,510.8327334646321
1.7000000000000002,6.645546272097876,0.02975,0.0,EV,AUTO,True,59.92855209723834,18.508642357471793,212.506967382719,207.8816927530235,500.0,3.847607903831551,25.016440468398955,97.2,0,0.0,0.0,25.0,-69.8740782394486,0.0,478.888982621885,59.32305476389348,81.23721115896167,0.0,0.0,0.0,510.8789948923551
1.75,6.840429663199839,0.030624999999999996,0.0,EV,AUTO,True,59.924487651578126,19.021631406222777,212.5061919668105,207.75288933493795,500.0,3.9517988845069847,25.01785319697121,97.2,0,0.0,0.0,25.0,-71.92316446349636,0.0,492.93259996701875,59.32803144911186,81.37613183413708,0.0,0.0,0.0,510.9218531698389
1.8,7.035321693927358,0.0315,0.0,EV,AUTO,True,59.920313828333335,19.53351964552778,212.5053930095024,207.62435582073448,500.0,4.0556344333143635,25.01934292909752,97.2,0,0.0,0.0,25.0,-73.97234152821352,0.0,506.9768398977642,59.33265955587664,81.5150586679831,0.0,0.0,0.0,510.96170955521313
1.85,7.230220893582339,0.032375,0.0,EV,AUTO,True,59.91603086167707,20.044311949959845,212.50457042468585,207.49609184487207,500.0,4.159116393336127,25.02091153053631,97.2,0,0.0,0.0,25.0,-76.02159397005967,0.0,521.021596433201,59.336979325317316,81.65399061212733,0.0,0.0,0.0,510.99891059751957
1.9000000000000001,7.425125932065694,0.033249999999999995,0.0,EV,AUTO,True,59.91163898474825,20.554013156611845,212.50372412695828,207.368097070805,500.0,4.262246595454891,25.022560853954893,97.2,0,0.0,0.0,25.0,-78.0709078038116,0.0,535.0667737242032,59.34102565523754,81.79292671842194,0.0,0.0,0.0,511.0337568300825
